	position in rank using contigs	position in rank with raw reads	counts - contigs	counts - raw reads
RAB25	5163	5309	24	28
PSMA6	5163	5481	24	26
RAB10	5163	5805	24	23
CHMP4C	5163	5923	24	22
ASP1	5163	6433	24	18
LAPTM4A	5163	8686	24	0
PHF1	5163	8686	24	0
GLXR	5176	2533	23	148
ATP2B1	5176	2811	23	117
PURK	5176	3073	23	95
POLR2A	5176	3250	23	83
ASLA	5176	3578	23	66
SLC12A7	5176	3787	23	58
CSDE1	5176	3845	23	56
EPAS1	5176	3900	23	54
MBUR_0690	5176	3965	23	52
KIAA2013	5176	4073	23	49
GCNT1	5176	4390	23	42
CLIC4	5176	4985	23	32
XAUT_0253	5176	6769	23	16
C9ORF85	5176	7989	23	9
PPHA_0614	5176	8686	23	0
FAM8A1	5176	8686	23	0
AKAP9	5192	2158	22	219
NCOR1	5192	3001	22	100
EHMT2	5192	3731	22	60
MFSD6	5192	3872	22	55
SRP54	5192	4073	22	49
DEGS2	5192	4291	22	44
ENTPD5	5192	4390	22	42
AARS	5192	4501	22	40
CPS1C	5192	4902	22	33
YCBG	5192	8686	22	0
BDI_0124	5192	8686	22	0
PKN2	5203	3679	21	62
CHD7	5203	3731	21	60
EIF4EBP3	5203	8686	21	0
YCFH	5203	8686	21	0
MIER1	5207	3452	20	72
TRAPPC8	5207	3965	20	52
ACMA	5207	3965	20	52
GGNBP2	5207	4341	20	43
SP_1741	5207	8686	20	0
YLXP	5207	8686	20	0
PGLI	5207	8686	20	0
Y2304	5207	8686	20	0
FAM135A	5215	2987	19	101
YDCF	5215	8686	19	0
MOB3B	5215	8686	19	0
KILA	5218	4985	18	32
FG01430,1	5218	8686	18	0
MT2498	5218	8686	18	0
ATP6	5221	601	0	2771
LYS4	5221	621	0	2614
HSP70	5221	644	0	2468
COX3	5221	831	0	1616
ZWF	5221	878	0	1462
GPD	5221	962	0	1192
UREG2	5221	1006	0	1083
LYPD8	5221	1159	0	852
ND5	5221	1168	0	835
TUFA	5221	1256	0	738
YIDB	5221	1265	0	730
TOGA	5221	1273	0	718
UBC	5221	1292	0	697
ACT1	5221	1335	0	649
POXB	5221	1366	0	619
BCD2	5221	1369	0	616
TMEM2	5221	1392	0	594
ND1	5221	1399	0	590
UBI4	5221	1412	0	582
COX2	5221	1423	0	574
CLEC3A	5221	1428	0	571
GSEA	5221	1435	0	565
LAPC	5221	1443	0	560
LLO_2876	5221	1458	0	546
HSP70B	5221	1477	0	533
PPRO_1828	5221	1486	0	525
BIP	5221	1492	0	520
GMDS	5221	1552	0	479
ACDB	5221	1552	0	479
TRXA1	5221	1558	0	477
UVRA2	5221	1576	0	459
YFHM	5221	1590	0	450
DSBH	5221	1610	0	437
IBPA	5221	1615	0	434
GGUB	5221	1619	0	433
TUF1	5221	1643	0	416
UGPC1	5221	1643	0	416
FADB	5221	1646	0	415
XYN10B	5221	1721	0	370
NUOG	5221	1726	0	368
HSP70BB	5221	1730	0	367
ARP1	5221	1777	0	341
ACTA2	5221	1805	0	332
TKTB	5221	1815	0	327
YVLB	5221	1833	0	320
MSRB2	5221	1844	0	317
ALLB	5221	1853	0	313
BMUL_0578	5221	1876	0	304
PGL	5221	1878	0	303
ILYOP_1739	5221	1903	0	295
WBPP	5221	1906	0	293
ND4	5221	1910	0	292
PUTA	5221	1917	0	290
GAPDH2	5221	1945	0	280
UGPC	5221	1948	0	279
GCVP	5221	1948	0	279
TEF1	5221	1959	0	276
SECB	5221	1965	0	275
SYNE2	5221	1984	0	266
GAPC	5221	1997	0	263
CYOB	5221	1999	0	262
SUCA	5221	2004	0	259
NOX	5221	2045	0	248
AACI_0523	5221	2049	0	247
CCCA	5221	2049	0	247
TERE	5221	2065	0	243
ORFB	5221	2068	0	242
LPD	5221	2068	0	242
FG08797.1	5221	2079	0	239
CSPB2	5221	2087	0	236
GTF2F1	5221	2102	0	232
MALA	5221	2106	0	231
XAPA	5221	2112	0	229
SCLAV_0442	5221	2112	0	229
PPK2	5221	2121	0	227
URE	5221	2127	0	225
ACEA	5221	2133	0	224
TCAC	5221	2142	0	222
YCJV	5221	2147	0	221
ACNB	5221	2147	0	221
OPUAA	5221	2154	0	220
VPS13D	5221	2168	0	217
FG06382.1	5221	2174	0	216
YDFG	5221	2174	0	216
BDP_1102	5221	2188	0	212
XYNBA	5221	2199	0	209
MKL	5221	2203	0	208
ND4L	5221	2208	0	207
PRLC	5221	2223	0	204
TREC	5221	2228	0	203
RUBA	5221	2230	0	201
SEPA	5221	2230	0	201
SRMB	5221	2230	0	201
CYOA	5221	2252	0	198
YEJH	5221	2252	0	198
DHAB	5221	2258	0	197
TRAG2	5221	2270	0	196
YHDJ	5221	2274	0	195
PA5528	5221	2280	0	194
WBPO	5221	2300	0	190
KATE	5221	2300	0	190
MPTP_1202	5221	2305	0	189
ITPR3	5221	2305	0	189
SOHB	5221	2305	0	189
BPEB	5221	2311	0	188
MAP2	5221	2315	0	187
ACSM3	5221	2322	0	185
YRZB	5221	2326	0	184
YEAE	5221	2326	0	184
BGLC	5221	2335	0	183
YGGP	5221	2335	0	183
RNF213	5221	2346	0	181
GDHII	5221	2346	0	181
YDIF	5221	2361	0	177
CTAE	5221	2381	0	174
DTOX_1043	5221	2409	0	169
RRC	5221	2445	0	163
FG06233.1	5221	2445	0	163
BA_4729	5221	2458	0	161
JMJD1C	5221	2464	0	160
DNAJ3	5221	2468	0	159
AROF2	5221	2482	0	157
RUBB	5221	2497	0	155
MUT	5221	2503	0	154
POLA_2	5221	2506	0	153
THIF	5221	2506	0	153
KIAA1109	5221	2513	0	152
NIFB	5221	2513	0	152
OTC	5221	2533	0	148
PARP14	5221	2533	0	148
ALSS	5221	2533	0	148
HFQ	5221	2533	0	148
DNPEP	5221	2545	0	147
FADA	5221	2545	0	147
ZNF277	5221	2553	0	146
HUPA	5221	2559	0	145
TUFM	5221	2610	0	139
CUDT	5221	2616	0	138
LUTB	5221	2616	0	138
CD74	5221	2616	0	138
SGLY_0535	5221	2623	0	137
FDSA	5221	2629	0	135
NUOL	5221	2639	0	134
DSRB	5221	2651	0	133
YRBC	5221	2660	0	132
USP34	5221	2660	0	132
MGM	5221	2678	0	130
GAPDHS	5221	2678	0	130
NOL10	5221	2684	0	129
NUMA1	5221	2684	0	129
RANBP2	5221	2703	0	128
ATPA1	5221	2703	0	128
CNOT1	5221	2714	0	127
YABG	5221	2717	0	126
YTZE	5221	2717	0	126
TRIO	5221	2731	0	125
CYDD	5221	2731	0	125
ARFGEF1	5221	2738	0	124
PPC	5221	2745	0	123
CLC	5221	2745	0	123
YEBC	5221	2759	0	122
FADA2	5221	2772	0	121
CYTA	5221	2780	0	120
BL00759	5221	2804	0	118
CITE	5221	2804	0	118
DPP11	5221	2804	0	118
HERC1	5221	2820	0	116
ALDA	5221	2820	0	116
PDUA	5221	2830	0	115
BLC	5221	2830	0	115
PTPRF	5221	2843	0	114
LRBA	5221	2843	0	114
DHAC	5221	2856	0	112
OPUAB	5221	2867	0	111
BGL	5221	2867	0	111
NIPBL	5221	2881	0	110
NDVB	5221	2888	0	109
ENC_29110	5221	2888	0	109
MMSA	5221	2888	0	109
BIRC6	5221	2888	0	109
TRXA2	5221	2899	0	108
ABCC3	5221	2899	0	108
VSAL_I0165	5221	2899	0	108
ANKRD11	5221	2899	0	108
DOCK5	5221	2906	0	107
DPP3	5221	2918	0	106
GYY_07970	5221	2918	0	106
CPAF	5221	2918	0	106
KCNH2	5221	2936	0	105
GYY_06440	5221	2936	0	105
SCLAV_5342	5221	2947	0	104
GADC	5221	2962	0	103
CSPE	5221	2962	0	103
MELB	5221	2962	0	103
MIA3	5221	2975	0	102
PIK3C2A	5221	2975	0	102
YFCH	5221	2975	0	102
SAMD9L	5221	2987	0	101
MALH	5221	2987	0	101
EEF1A2	5221	3001	0	100
MMP15	5221	3001	0	100
YDGJ	5221	3017	0	99
AKR5F	5221	3017	0	99
RB1CC1	5221	3017	0	99
HUWE1	5221	3033	0	98
ASH1L	5221	3033	0	98
GBP2	5221	3033	0	98
FADD22	5221	3033	0	98
CYOC	5221	3033	0	98
YPHG	5221	3046	0	97
SI	5221	3046	0	97
GUDD	5221	3046	0	97
KT71_08510	5221	3046	0	97
GYY_06365	5221	3046	0	97
USP9X	5221	3059	0	96
HLA-DQA1	5221	3059	0	96
ZNF292	5221	3059	0	96
SPINK1	5221	3073	0	95
GYS1	5221	3087	0	94
DING	5221	3087	0	94
HSCA	5221	3087	0	94
BAIH	5221	3096	0	93
DEVA	5221	3096	0	93
CP_0876	5221	3096	0	93
LRP1	5221	3111	0	92
LGR4	5221	3111	0	92
SUCC	5221	3111	0	92
NPR	5221	3111	0	92
QCRC	5221	3111	0	92
XYLH	5221	3129	0	91
XYL3A	5221	3129	0	91
UB2B	5221	3129	0	91
GATM	5221	3129	0	91
GLNA2	5221	3141	0	90
BL03733	5221	3141	0	90
HTRA2	5221	3141	0	90
LPDG	5221	3141	0	90
DTPT	5221	3156	0	89
DLTD	5221	3156	0	89
CYDC	5221	3156	0	89
BGLX2	5221	3156	0	89
PM1167	5221	3170	0	88
GAD	5221	3170	0	88
ETF	5221	3170	0	88
CMPX	5221	3170	0	88
MCM	5221	3170	0	88
BMUL_1742	5221	3182	0	87
KIAA1468	5221	3192	0	86
MSIK	5221	3192	0	86
APC	5221	3192	0	86
KIAA0100	5221	3192	0	86
COPB2	5221	3192	0	86
ND2	5221	3208	0	85
GBUC	5221	3208	0	85
FUM1	5221	3208	0	85
LAMC2	5221	3208	0	85
CYSQ	5221	3208	0	85
ACEE	5221	3208	0	85
TEH_00840	5221	3226	0	84
PPP1R12A	5221	3226	0	84
TPR	5221	3226	0	84
SFUM_1163	5221	3226	0	84
YIBN	5221	3226	0	84
NBEAL1	5221	3250	0	83
NRDB	5221	3250	0	83
KIAA0368	5221	3250	0	83
CTAD	5221	3268	0	82
DESAC_0045	5221	3268	0	82
ECORIM	5221	3285	0	81
VPS13B	5221	3285	0	81
DDAH	5221	3285	0	81
MLL2	5221	3285	0	81
LCTO	5221	3285	0	81
RASA2	5221	3301	0	80
BMUL_5381	5221	3301	0	80
ISCA	5221	3301	0	80
ABNA	5221	3318	0	79
LUTA	5221	3318	0	79
PLXNA2	5221	3318	0	79
ZNTA	5221	3318	0	79
KDM3A	5221	3318	0	79
BMUL_1927	5221	3318	0	79
UACA	5221	3318	0	79
NEO1	5221	3318	0	79
ACRF	5221	3318	0	79
AMN	5221	3318	0	79
YQGS	5221	3338	0	78
SGLY_0536	5221	3351	0	77
CISA	5221	3351	0	77
KIAA1551	5221	3351	0	77
OSI_21435	5221	3351	0	77
MVAS	5221	3351	0	77
HELZ2	5221	3351	0	77
RV1272C	5221	3351	0	77
PPI	5221	3351	0	77
TALDO1	5221	3373	0	76
GVIN1	5221	3373	0	76
SRCAP	5221	3373	0	76
PIK3C2B	5221	3373	0	76
MPRIP	5221	3373	0	76
COPB	5221	3373	0	76
LGAS_0605	5221	3395	0	75
MGEA5	5221	3395	0	75
CLPC1	5221	3395	0	75
HSP90AB1	5221	3395	0	75
NUOC	5221	3395	0	75
OMPW	5221	3395	0	75
CMIP	5221	3411	0	74
ASCC3	5221	3411	0	74
PLCE1	5221	3411	0	74
UHRF1BP1L	5221	3424	0	73
SASH1	5221	3424	0	73
CEP350	5221	3424	0	73
GUTB	5221	3424	0	73
ATRX	5221	3424	0	73
RPIA	5221	3424	0	73
RAPA	5221	3424	0	73
CLK1	5221	3424	0	73
ATP6V0A2	5221	3424	0	73
SBM	5221	3424	0	73
PGUG_00354	5221	3424	0	73
CBAB	5221	3424	0	73
MPP5	5221	3452	0	72
HEPH	5221	3452	0	72
PRPF8	5221	3452	0	72
YACP	5221	3452	0	72
MT2607	5221	3471	0	71
DNAJC13	5221	3471	0	71
ACEF	5221	3471	0	71
CITZ	5221	3471	0	71
TOLC	5221	3488	0	70
VPS4B	5221	3488	0	70
SETD2	5221	3488	0	70
TOP2B	5221	3488	0	70
TBK1	5221	3488	0	70
H3F3B	5221	3488	0	70
TMEM181	5221	3488	0	70
DHAT	5221	3488	0	70
CAPN9	5221	3488	0	70
PTSB	5221	3509	0	69
HERC2	5221	3509	0	69
TMEM131	5221	3509	0	69
CLPB3	5221	3509	0	69
YCSE	5221	3509	0	69
UPF1	5221	3509	0	69
PLD1	5221	3509	0	69
TLN1	5221	3509	0	69
USP47	5221	3509	0	69
RPIC_1687	5221	3531	0	68
CDC42BPG	5221	3531	0	68
ATP8A1	5221	3531	0	68
COPB1	5221	3531	0	68
ZNFX1	5221	3531	0	68
LPIN2	5221	3531	0	68
ORF6	5221	3531	0	68
TEP1	5221	3531	0	68
HLA-DQB2	5221	3531	0	68
CBAA	5221	3531	0	68
C10ORF118	5221	3560	0	67
ATP2	5221	3560	0	67
NCKAP1	5221	3560	0	67
PPP6R3	5221	3560	0	67
YUGU	5221	3560	0	67
MCF2L	5221	3578	0	66
FHL1	5221	3578	0	66
SUPT6H	5221	3596	0	65
SMG6	5221	3596	0	65
GYY_01790	5221	3596	0	65
MAEA	5221	3596	0	65
PGLC	5221	3596	0	65
HPK31	5221	3596	0	65
KDM5C	5221	3596	0	65
MGAT5	5221	3596	0	65
KIF13A	5221	3596	0	65
STK10	5221	3596	0	65
PIK3R1	5221	3596	0	65
APLP2	5221	3596	0	65
THOC2	5221	3596	0	65
SEL1L3	5221	3596	0	65
GYY_07205	5221	3596	0	65
HLDD	5221	3596	0	65
ADD1	5221	3596	0	65
TPCN1	5221	3596	0	65
ACIN_2083	5221	3596	0	65
PBPA	5221	3596	0	65
NARS	5221	3632	0	64
ZFC3H1	5221	3632	0	64
VWA8	5221	3632	0	64
OPTN	5221	3632	0	64
SBNO1	5221	3632	0	64
NRGB	5221	3632	0	64
PBP2A	5221	3632	0	64
FG02069.1	5221	3632	0	64
CYFIP1	5221	3632	0	64
ITGAV	5221	3632	0	64
BA_5405	5221	3632	0	64
MIA2	5221	3632	0	64
ABR	5221	3632	0	64
ASAH1	5221	3657	0	63
MTLD2	5221	3657	0	63
MED13	5221	3657	0	63
HSPA1A	5221	3657	0	63
FADF	5221	3657	0	63
ENC_21250	5221	3657	0	63
PSME4	5221	3679	0	62
SLCO5A1	5221	3679	0	62
PGUG_00766	5221	3679	0	62
IGF2R	5221	3679	0	62
KDM5B	5221	3679	0	62
AP3D1	5221	3679	0	62
KDM2A	5221	3679	0	62
EHBP1L1	5221	3679	0	62
BA_4921	5221	3679	0	62
ACTN1	5221	3679	0	62
LACR	5221	3679	0	62
BL00799	5221	3679	0	62
ZC3H11A	5221	3708	0	61
KDM5A	5221	3708	0	61
ANKRD17	5221	3708	0	61
LNPEP	5221	3708	0	61
NQR	5221	3708	0	61
YBBF	5221	3708	0	61
OPUAC	5221	3708	0	61
INSR	5221	3731	0	60
DENND4C	5221	3731	0	60
WDR26	5221	3731	0	60
ARHGEF11	5221	3731	0	60
TRPM7	5221	3731	0	60
MCMA2B	5221	3731	0	60
CLINT1	5221	3731	0	60
TBC1D2	5221	3731	0	60
EIF4G1	5221	3731	0	60
AP1B1	5221	3731	0	60
NLRC4	5221	3731	0	60
RIHC	5221	3731	0	60
RHOA	5221	3731	0	60
YIAL	5221	3731	0	60
BMNA	5221	3731	0	60
YGHA	5221	3731	0	60
OCAR_5543	5221	3761	0	59
YTFN	5221	3761	0	59
FAM83B	5221	3761	0	59
IRF2	5221	3761	0	59
IGSF3	5221	3761	0	59
VPS13A	5221	3761	0	59
DDB1	5221	3761	0	59
OASL	5221	3761	0	59
CSDA	5221	3761	0	59
HNRNPA2B1	5221	3761	0	59
ORFL	5221	3761	0	59
YFDZ	5221	3761	0	59
SP_1222	5221	3787	0	58
BL00882	5221	3787	0	58
HKDC1	5221	3787	0	58
TRIP11	5221	3787	0	58
TPM1	5221	3787	0	58
CD38	5221	3787	0	58
NRDE	5221	3787	0	58
PSED_2163	5221	3787	0	58
GAL3ST2	5221	3787	0	58
SKP	5221	3787	0	58
DCUC	5221	3787	0	58
CCEL_2627	5221	3817	0	57
FPVR	5221	3817	0	57
AFG3L2	5221	3817	0	57
PDS5A	5221	3817	0	57
GSE1	5221	3817	0	57
EP400	5221	3817	0	57
CHD4	5221	3817	0	57
GLCD1	5221	3817	0	57
KIF1B	5221	3817	0	57
BUDA	5221	3817	0	57
YLEF	5221	3817	0	57
CYSJ	5221	3817	0	57
EF0078	5221	3817	0	57
SPH21_0857	5221	3845	0	56
ELI_1307	5221	3845	0	56
NSD1	5221	3845	0	56
CTAGE5	5221	3845	0	56
EXOC5	5221	3845	0	56
PLEKHG3	5221	3845	0	56
AP3B1	5221	3845	0	56
PSMD2	5221	3845	0	56
VANK	5221	3845	0	56
CTAC	5221	3845	0	56
PKN1	5221	3872	0	55
CHD2	5221	3872	0	55
TNPO1	5221	3872	0	55
ORF15	5221	3872	0	55
SCLAV_3152	5221	3872	0	55
PHF3	5221	3872	0	55
RALGDS	5221	3872	0	55
SA0315	5221	3872	0	55
DTX3L	5221	3872	0	55
ABCG1	5221	3872	0	55
CLFA	5221	3872	0	55
FGSG_04402	5221	3872	0	55
BCAR3	5221	3900	0	54
SKIL	5221	3900	0	54
MAP2K2	5221	3900	0	54
FLOT2	5221	3900	0	54
SNRNP200	5221	3900	0	54
YEEO	5221	3900	0	54
ABTB2	5221	3900	0	54
AKAP11	5221	3931	0	53
LENG8	5221	3931	0	53
CAPN1	5221	3931	0	53
MOEK5	5221	3931	0	53
UBTF	5221	3931	0	53
EP300	5221	3931	0	53
OSBPL2	5221	3931	0	53
YOZG	5221	3931	0	53
SRSF5	5221	3931	0	53
ROCK1	5221	3931	0	53
ACTBL2	5221	3931	0	53
BL02047	5221	3931	0	53
ABCA3	5221	3931	0	53
FAM13B	5221	3931	0	53
SP_0892	5221	3931	0	53
TCF20	5221	3931	0	53
ANKFY1	5221	3965	0	52
PCK1	5221	3965	0	52
STT3B	5221	3965	0	52
DUOX1	5221	3965	0	52
ANKRD50	5221	3965	0	52
CUX1	5221	3965	0	52
NCOA3	5221	3965	0	52
THBS4	5221	3965	0	52
SLC4A4	5221	3965	0	52
ASLB	5221	3965	0	52
SPEN	5221	3965	0	52
RNF19B	5221	3965	0	52
PDE4DIP	5221	3965	0	52
BPHQ	5221	3965	0	52
GLG1	5221	3965	0	52
CREBRF	5221	3965	0	52
RMEM	5221	3965	0	52
TNRC18	5221	3999	0	51
ANO10	5221	3999	0	51
KIF21B	5221	3999	0	51
SLMAP	5221	3999	0	51
ACTC1	5221	3999	0	51
EVPL	5221	3999	0	51
ALAS1	5221	3999	0	51
VDR	5221	3999	0	51
BIRC3	5221	3999	0	51
HSPA4	5221	3999	0	51
NEDD4L	5221	3999	0	51
PLEKHM1	5221	3999	0	51
XNC1_0938	5221	3999	0	51
SPEC	5221	3999	0	51
YBHG	5221	3999	0	51
MYO1C	5221	3999	0	51
PILL	5221	3999	0	51
BBTA_0596	5221	3999	0	51
STAM2	5221	4040	0	50
DSC2	5221	4040	0	50
KLF6	5221	4040	0	50
ACE	5221	4040	0	50
CAPN5	5221	4040	0	50
CDK12	5221	4040	0	50
AP2M1	5221	4040	0	50
YPIA	5221	4040	0	50
FURIN	5221	4040	0	50
ARHGEF16	5221	4040	0	50
DAG1	5221	4040	0	50
ITGA3	5221	4040	0	50
KIAA0430	5221	4040	0	50
ABC1	5221	4040	0	50
QCRB	5221	4040	0	50
USP32	5221	4073	0	49
LYSA2	5221	4073	0	49
CP_0216	5221	4073	0	49
PRPF40A	5221	4073	0	49
TUBB	5221	4073	0	49
KAT6A	5221	4073	0	49
ISPLU5A	5221	4073	0	49
ALDOC	5221	4073	0	49
CADPS2	5221	4073	0	49
CFB	5221	4073	0	49
YVBK	5221	4073	0	49
SDAA	5221	4073	0	49
PAL	5221	4073	0	49
DMXL1	5221	4116	0	48
P4HA1	5221	4116	0	48
MFN2	5221	4116	0	48
NUP98	5221	4116	0	48
LGAS_0606	5221	4116	0	48
YQEM	5221	4116	0	48
CHD9	5221	4116	0	48
YME1L1	5221	4116	0	48
UBR3	5221	4116	0	48
EPHX2	5221	4116	0	48
KIAA0319L	5221	4116	0	48
PSD4	5221	4116	0	48
PLEKHH1	5221	4116	0	48
ABCG8	5221	4116	0	48
STAG2	5221	4116	0	48
CLPTM1	5221	4116	0	48
TDRD7	5221	4116	0	48
OSBPL3	5221	4116	0	48
HPGD	5221	4116	0	48
ARHGAP12	5221	4116	0	48
MLL5	5221	4116	0	48
TRIM40	5221	4116	0	48
DSY4580	5221	4116	0	48
SP_1689	5221	4116	0	48
EEF1G	5221	4116	0	48
STHA	5221	4116	0	48
LMBRD1	5221	4160	0	47
SCP2	5221	4160	0	47
USP25	5221	4160	0	47
HOOK2	5221	4160	0	47
USP15	5221	4160	0	47
MAP4K3	5221	4160	0	47
NCOA2	5221	4160	0	47
NDST1	5221	4160	0	47
BCR	5221	4160	0	47
ARHGAP32	5221	4160	0	47
ZNF217	5221	4160	0	47
PPP1R37	5221	4160	0	47
ATP13A3	5221	4160	0	47
RGL11A	5221	4160	0	47
DLD	5221	4160	0	47
ITGA6	5221	4160	0	47
STUB1	5221	4160	0	47
UBR2	5221	4160	0	47
RPL	5221	4160	0	47
YUFN	5221	4160	0	47
FHLA	5221	4160	0	47
DEGQ	5221	4160	0	47
CMAS	5221	4199	0	46
TSHZ1	5221	4199	0	46
BAS3806	5221	4199	0	46
GYY_02870	5221	4199	0	46
KIDINS220	5221	4199	0	46
PNPLA8	5221	4199	0	46
ACLY	5221	4199	0	46
TERC	5221	4199	0	46
ITPK1	5221	4199	0	46
MYPE60	5221	4199	0	46
TBC1D20	5221	4199	0	46
MAU2	5221	4199	0	46
GCFC1	5221	4199	0	46
KAT2B	5221	4199	0	46
RARS	5221	4199	0	46
ARLR	5221	4199	0	46
FADX	5221	4199	0	46
BAZ2A	5221	4199	0	46
OAZ1	5221	4199	0	46
LY75	5221	4199	0	46
CDK13	5221	4199	0	46
TTC22	5221	4199	0	46
NFE2L2	5221	4199	0	46
GLSB	5221	4199	0	46
DCTN1	5221	4199	0	46
ZC3H15	5221	4199	0	46
RNH1	5221	4199	0	46
FETB	5221	4199	0	46
XPAC	5221	4199	0	46
GST	5221	4199	0	46
STON2	5221	4249	0	45
PRR14L	5221	4249	0	45
YGIK	5221	4249	0	45
TNKS2	5221	4249	0	45
CAPN2	5221	4249	0	45
ADD3	5221	4249	0	45
EPHA2	5221	4249	0	45
BPTF	5221	4249	0	45
RGFB	5221	4249	0	45
PTHA	5221	4249	0	45
MFN1	5221	4249	0	45
ITGB6	5221	4249	0	45
ARFGEF2	5221	4249	0	45
ULAA	5221	4249	0	45
CLPB1	5221	4249	0	45
RABGEF1	5221	4249	0	45
YJCE	5221	4291	0	44
SYCN	5221	4291	0	44
CHD3	5221	4291	0	44
CASP1	5221	4291	0	44
KRT7	5221	4291	0	44
CDC5L	5221	4291	0	44
MARK2	5221	4291	0	44
MIER3	5221	4291	0	44
AGPAT4	5221	4291	0	44
KIAA1244	5221	4291	0	44
EHD1	5221	4291	0	44
VEGFA	5221	4291	0	44
SYNRG	5221	4291	0	44
DAPE	5221	4291	0	44
ANO9	5221	4291	0	44
YGJR	5221	4291	0	44
VPS13C	5221	4291	0	44
MGAT4C	5221	4291	0	44
AMPD3	5221	4291	0	44
IL22RA1	5221	4291	0	44
EEF1B2	5221	4291	0	44
ETFDH	5221	4291	0	44
MVAA	5221	4291	0	44
ACBD3	5221	4291	0	44
COMQ	5221	4291	0	44
PBPG	5221	4291	0	44
AGLA1	5221	4341	0	43
SGLY_0523	5221	4341	0	43
GLT1	5221	4341	0	43
CYCA	5221	4341	0	43
YEIA	5221	4341	0	43
WHSC1L1	5221	4341	0	43
ZCCHC11	5221	4341	0	43
DOCK1	5221	4341	0	43
NR1H2	5221	4341	0	43
ENC_39130	5221	4341	0	43
TUAA	5221	4341	0	43
DOCK6	5221	4341	0	43
PGD	5221	4341	0	43
XRN2	5221	4341	0	43
SHOC2	5221	4341	0	43
LRRC8A	5221	4341	0	43
CASZ1	5221	4341	0	43
YAGE	5221	4341	0	43
PASD1	5221	4341	0	43
BAZ1A	5221	4341	0	43
HEMG	5221	4341	0	43
ESRRA	5221	4341	0	43
QOR	5221	4341	0	43
BSDC1	5221	4341	0	43
RPS15	5221	4341	0	43
SLEM	5221	4341	0	43
GBE1	5221	4390	0	42
PCNB	5221	4390	0	42
SSX2IP	5221	4390	0	42
ADNP	5221	4390	0	42
UGP2	5221	4390	0	42
WDR44	5221	4390	0	42
RPL3	5221	4390	0	42
SP_0122	5221	4390	0	42
NFKB1	5221	4390	0	42
ARTM	5221	4390	0	42
MET	5221	4390	0	42
GTF3C1	5221	4390	0	42
CUL3	5221	4390	0	42
XERC2	5221	4390	0	42
SEC31A	5221	4390	0	42
TAOK1	5221	4390	0	42
GBF1	5221	4390	0	42
GOLGA2	5221	4390	0	42
RALGAPA1	5221	4390	0	42
KIAA1522	5221	4390	0	42
MARC	5221	4390	0	42
ACTR1A	5221	4390	0	42
RLME	5221	4390	0	42
METP	5221	4390	0	42
ASPC2	5221	4390	0	42
ROCD	5221	4390	0	42
ELI_1304	5221	4441	0	41
PIK3R3	5221	4441	0	41
CYSW	5221	4441	0	41
CLU	5221	4441	0	41
ABCG5	5221	4441	0	41
GAPVD1	5221	4441	0	41
SLC9A3	5221	4441	0	41
GOLGA5	5221	4441	0	41
IP6K1	5221	4441	0	41
TGM2	5221	4441	0	41
GON4L	5221	4441	0	41
MOV10	5221	4441	0	41
UGGT1	5221	4441	0	41
TRAPPC10	5221	4441	0	41
TEH_04440	5221	4441	0	41
IRF6	5221	4441	0	41
PSMD11	5221	4441	0	41
NGLY1	5221	4441	0	41
CLCN3	5221	4441	0	41
HBP1	5221	4441	0	41
EEA1	5221	4441	0	41
SGSM3	5221	4441	0	41
DPEP1	5221	4441	0	41
VASP	5221	4441	0	41
RBSD	5221	4441	0	41
PIK3CA	5221	4441	0	41
MT1811	5221	4441	0	41
WWC1	5221	4441	0	41
ITPKC	5221	4441	0	41
DAPD	5221	4441	0	41
SSPA	5221	4441	0	41
GLPCD	5221	4441	0	41
SPIRE2	5221	4441	0	41
PAM	5221	4441	0	41
YNGE	5221	4441	0	41
NPC1L1	5221	4501	0	40
AIM1	5221	4501	0	40
USP7	5221	4501	0	40
ASAP2	5221	4501	0	40
RAM2	5221	4501	0	40
ANKRD13C	5221	4501	0	40
CP_0221	5221	4501	0	40
APAF1	5221	4501	0	40
HIPK1	5221	4501	0	40
RBM6	5221	4501	0	40
KDM6A	5221	4501	0	40
PDUG	5221	4501	0	40
RCOR1	5221	4501	0	40
YTXK	5221	4501	0	40
ZBED6	5221	4501	0	40
TBC1D8B	5221	4501	0	40
ABCA1	5221	4501	0	40
CLIP1	5221	4501	0	40
ASAP1	5221	4501	0	40
IUNH2	5221	4501	0	40
FMR1	5221	4501	0	40
BOD1L1	5221	4501	0	40
APRA	5221	4501	0	40
GSHR3	5221	4501	0	40
HRPA	5221	4501	0	40
GK	5221	4501	0	40
CELF	5221	4546	0	39
SEL1L	5221	4546	0	39
NUS1	5221	4546	0	39
PBRM1	5221	4546	0	39
GOLPH3L	5221	4546	0	39
PSTB2	5221	4546	0	39
DPE2	5221	4546	0	39
ERRFI1	5221	4546	0	39
RAPGEF2	5221	4546	0	39
DOCK7	5221	4546	0	39
MAP3K1	5221	4546	0	39
MTMR6	5221	4546	0	39
NEDD4	5221	4546	0	39
KTN1	5221	4546	0	39
ANK3	5221	4546	0	39
TMEM63B	5221	4546	0	39
ATSA	5221	4546	0	39
MINK1	5221	4546	0	39
WCW_0623	5221	4546	0	39
TCEB3	5221	4546	0	39
WANG_0236	5221	4546	0	39
AHCTF1	5221	4546	0	39
CCDC93	5221	4546	0	39
